"gene_name"	"module"	"color"	"kME_green"	"kME_brown"	"kME_red"	"kME_black"	"kME_blue"	"kME_grey"	"kME_turquoise"	"kME_yellow"	"kME_pink"
"DDR2"	"DDR2"	"grey"	"grey"	0.0322951207434821	0.0376416088233606	-0.0192660418882759	-0.014883070312616	-0.035767364585061	0.020205076584734	0.0480241414293802	-0.0083398656947585	-0.00519409779193892
"HSD17B7"	"HSD17B7"	"grey"	"grey"	0.0731458781133708	0.0622293315513178	-0.0428835292973348	0.00917788643875674	-0.0285559314516656	0.280013885147184	0.186062779550359	0.0554930708902975	0.0555712367057568
"PBX1"	"PBX1"	"blue"	"blue"	0.0539259852621558	0.138277166536988	0.135815336698547	0.189825237171926	0.271429119227918	0.147395202184256	8.7827515358052e-06	0.0503058222123474	0.0233029097754023
"LMX1A"	"LMX1A"	"grey"	"grey"	-0.0304723910618682	0.0718599930576026	0.247925198428606	0.0685773839706926	0.0652860788983374	0.379189024378917	0.0617114112750096	0.0165669378420149	-0.0255821282279179
"RXRG"	"RXRG"	"grey"	"grey"	0.0474794342430052	0.060837387339111	0.0576856152783921	0.0430806230637991	0.0177132632634398	-0.0359731915175187	0.0456277281144995	0.0291689729689312	0.0359127970417923
"MGST3"	"MGST3"	"grey"	"grey"	0.0786221865760654	0.0941423125193309	0.01960967431408	0.0594714898353074	0.00829961760030253	0.0710259681548812	0.0808448484518648	0.00697862758407753	-0.00134910864602712
"ALDH9A1"	"ALDH9A1"	"grey"	"grey"	0.065425315689162	0.0787013307306459	0.0118275983493969	0.0391011534546345	-0.0145267292309157	0.0502956874717493	0.0608675502380224	0.00440252224406483	0.00450505049762711
"TMCO1"	"TMCO1"	"grey"	"grey"	0.0925108771871396	0.0942443937859685	0.00854783838355581	0.00636552877922758	-0.0364983160960389	0.0274039429341385	0.0810459291085438	0.00705355123370376	-0.00325306100695929
"UCK2"	"UCK2"	"grey"	"grey"	0.047167190977175	0.109358975360578	0.0473156632791645	0.0941698543727148	0.0896832379422443	0.0752592734880033	0.0652479549273739	0.0496082370241196	0.0410404022343825
"FAM78B"	"FAM78B"	"grey"	"grey"	0.0490774744213602	0.0757618168959296	0.0282697902004053	0.0842949099477314	0.0909448140481767	0.159524160990224	0.0590265117146379	0.0276402104739341	0.0258135377588043
"POGK"	"POGK"	"grey"	"grey"	0.0487867664850166	0.0656787812873787	0.0145700701177877	0.0248249631235724	0.0139740485362625	0.074722454792923	0.0558672785883577	0.011458296160096	0.010415810962046
"TADA1"	"TADA1"	"grey"	"grey"	0.0750844101368361	0.0868418967203763	0.00863520295499019	0.0440089741623599	0.0185539302447119	0.0544941717890818	0.070083234530314	0.0232459687430609	0.017690173439209
"ILDR2"	"ILDR2"	"grey"	"grey"	0.022547596838071	0.0524355509343374	0.0596528168260038	0.0480752127861234	0.0823291826120963	-0.0432259250729631	-0.0224202681287784	0.0367060930114195	0.00839423202793257
"POU2F1"	"POU2F1"	"brown"	"brown"	0.112506495974571	0.165631385687733	0.0441177405204098	0.0652402757867647	0.0622952087793734	-0.0299389058951781	0.0544480037732755	0.0339261065896418	0.0258126633520965
"MPZL1"	"MPZL1"	"grey"	"grey"	0.0403004674299714	0.0759574547477868	0.0453990593033294	0.0462178166332094	0.0585985564147219	0.142340207659479	0.0804250862921426	0.0560774030566584	0.0419294666038694
"MPC2"	"MPC2"	"grey"	"grey"	0.112734834607153	0.10661577646582	0.0207440855503759	0.0327855176422844	-0.0362012591144271	0.0213505438260776	0.102826753364548	-0.00179580977811893	0.00216378689464882
"DCAF6"	"DCAF6"	"blue"	"blue"	0.0423954925583179	0.151689004227478	0.0982868618697526	0.132311345236464	0.220567582378269	0.00651798859563487	-0.0348513378929535	0.0519112834233196	-0.000762768014837276
"TIPRL"	"TIPRL"	"grey"	"grey"	0.0537012070962759	0.0764562205740272	0.0159103530273208	0.0270180821437092	0.0151328046074768	0.137143973032789	0.0784529469647973	0.00307308811732815	0.0138466574829194
"SFT2D2"	"SFT2D2"	"grey"	"grey"	0.0676010751979302	0.0609643840890018	0.0412095919145055	0.0140834998534115	0.0541423652366509	-0.0422592379554228	-0.0160894157396028	0.0292817271306383	-0.0214859762064601
"TBX19"	"TBX19"	"grey"	"grey"	-0.00256762964130149	-0.00135372622909405	0.0205890842838731	0.00140419148084429	0.0469266698130658	-0.0712031993444215	-0.041330950645488	0.00909331945807597	-0.00491985127626264
"ATP1B1"	"ATP1B1"	"grey"	"grey"	0.103215024558739	0.0602806182006065	0.0842297004613365	0.0268814033472834	0.0620569924008839	-0.221198483628407	0.0610412474719988	0.121279361111058	0.0625196991349878
"NME7"	"NME7"	"grey"	"grey"	0.0996298595635186	0.126009322575351	0.089812643641068	0.0404648284886336	0.122925431323986	0.0714913014524834	0.0127891265475945	0.0776519509379217	0.00773943268229813
"BLZF1"	"BLZF1"	"grey"	"grey"	0.0599201290824552	0.0634152468215201	0.0157373507903214	0.00781906004228215	0.0418391751705227	-0.007040125727024	-0.000499493946086716	0.015271291615819	-0.0085083092557628
"CCDC181"	"CCDC181"	"grey"	"grey"	0.0797268532348033	0.0648811440232294	0.0261400845040241	0.0109563737969761	0.0320169725627295	-0.0351728873952993	-0.00626461865744336	0.012862192297538	-0.0167714001414387
"SLC19A2"	"SLC19A2"	"green"	"green"	0.165927619860249	0.129920436932141	-0.0146580199897283	0.0226205322241226	-0.0599729281129764	0.0548320206982012	0.13566493177493	-0.00476230772387636	-0.00584744639590535
"C1orf112"	"C1orf112"	"grey"	"grey"	0.023768395115166	0.0522903082999515	0.0290160611657101	0.0525882708750518	0.0521480788494213	0.00920287259445269	0.0266293048961358	0.0176922068763708	0.0204233115648754
"SCYL3"	"SCYL3"	"grey"	"grey"	0.0271292365521832	0.0612023291622757	0.0442758491588153	0.0502862989087709	0.0881070385058988	0.044110420410203	0.0100250839242717	0.0393179023322942	0.0122027004088506
"KIFAP3"	"KIFAP3"	"brown"	"brown"	0.13305662379843	0.223697490627101	0.0921758322634129	0.0987579570290806	0.135095730177245	0.0344580005930727	-0.0225311033611221	0.00504353686345357	-0.0641601382618826
"GORAB"	"GORAB"	"grey"	"grey"	0.0330081922586035	0.0421647234999514	0.0152841682158898	0.0212768833463913	0.0217180499673356	0.0337836350118107	0.0197244908959538	0.0118857771406811	-0.0014053257945565
"PRRC2C"	"PRRC2C"	"grey"	"grey"	0.117058340334855	0.170802159125361	0.0143575539030499	0.0465940461600359	0.0523547508322817	0.0829684573546706	0.114500306003253	0.0795245269355237	0.0467774338786489
"VAMP4"	"VAMP4"	"blue"	"blue"	0.0246316402348754	0.0741139650690003	0.0463693372107206	0.0732148018686753	0.0972939335934321	-0.0219763161061521	-0.0038500356687482	0.0363039038797614	0.0197071412383517
"DNM3"	"DNM3"	"grey"	"grey"	0.0737811352117215	0.0818721844685185	0.0871848902792085	0.0600560537609628	0.0194474818172275	-0.196817911600905	0.0250568693983373	0.0178969040926233	0.0251697559512898
"PIGC"	"PIGC"	"grey"	"grey"	0.014852032122124	0.0252955869908405	0.0197652536116536	0.0346807751170218	0.0294659815203528	-0.0204661783280486	-0.000518003690053323	0.0123764796747566	-0.00160072298023679
"SUCO"	"SUCO"	"brown"	"brown"	0.188010370303136	0.229413878200854	0.0176024960673131	0.0955255709605158	0.0389895730918933	0.0252724091549142	0.128486195266731	0.0220169472895679	-0.00346444228724644
"AL645568.1"	"AL645568.1"	"grey"	"grey"	0.082772079296422	0.133077987556639	0.034031526573241	0.122717276212371	0.0581866153557378	0.0662649848595483	0.100133997620686	0.0249256240669156	0.0478191892779076
"PRDX6"	"PRDX6"	"grey"	"grey"	0.0527407983262149	0.0548675867443287	0.00408861992073412	0.0210439656164366	0.00263785929509299	0.0241869073500065	0.0469926895937902	0.01680420936773	0.00446493803938932
"KLHL20"	"KLHL20"	"turquoise"	"turquoise"	0.0841945047311143	0.119184503481459	-0.00197884078894101	0.0447861355732146	0.00833004869646396	0.190993969727445	0.193876556342317	0.0629677569952333	0.0672727114010208
"DARS2"	"DARS2"	"grey"	"grey"	0.0324073264334771	0.0346794052810869	0.00187353045240649	0.0244452098359203	-0.00457393864489434	0.0421372600079618	0.0474556961049072	-0.000481046470589998	0.00724730342938683
"GAS5"	"GAS5"	"grey"	"grey"	0.0899856599913444	0.0845444666194864	-0.0155630574708667	0.0298658021201964	-0.0290585752929175	0.11029520057489	0.11365656318901	-0.00699993229933209	0.000954030713467128
"ZBTB37"	"ZBTB37"	"grey"	"grey"	0.00876437182644747	0.055354550591804	0.0200234260429431	0.0681365395577359	0.0580718124734913	-0.0224234948299616	0.0298548717664817	0.0386811179782776	0.0527245430213826
"RC3H1"	"RC3H1"	"grey"	"grey"	0.14014670102919	0.207043334764373	0.0450297013920938	0.0915090071404605	0.0794853112425252	0.0983722758831473	0.136526966190541	0.0580442677168319	0.0496647008547752
"RABGAP1L"	"RABGAP1L"	"blue"	"blue"	-0.0349814842562785	0.0966819271177105	0.12604115046427	0.201264731050488	0.269615231669794	-0.178744414897227	-0.137907999907452	0.073521519022822	0.0475833927493365
"CACYBP"	"CACYBP"	"grey"	"grey"	0.0287929838708127	0.0286687051900103	0.00995184846692905	0.0327348533512876	0.00241406892233241	0.0462671634001931	0.0397786271410627	0.0103591943029853	0.0117023106633935
"MRPS14"	"MRPS14"	"grey"	"grey"	0.0363274769914257	0.0277070901374811	0.0138282199429083	0.016964244078717	0.0216976592204875	0.0133800091864083	0.00507859262671391	-0.00661241819373425	-0.00601410948083019
"TNR"	"TNR"	"red"	"red"	0.0400659913534682	0.0885877120242759	0.205967588583003	0.0665871897034146	0.124774081987151	0.3680797393544	0.0876149070050267	0.0796339851303756	0.0190026702066009
"COP1"	"COP1"	"brown"	"brown"	0.109370126947873	0.266834291491521	0.0623609019704126	0.14130635582751	0.175656689661066	0.0326613686864007	0.00638655550712422	0.0305304869910545	-0.025629394999833
"AL591043.2"	"AL591043.2"	"grey"	"grey"	0.0436653752584455	0.0376871584030663	0.0168037566284627	0.0276521903116674	0.00560716474555323	-0.0452890067720281	-0.00468280718065516	0.00111900125149387	-0.0041620647988887
"PAPPA2"	"PAPPA2"	"grey"	"grey"	0.0396066037305691	0.0609979008498682	0.0772025532795026	0.0524123767469584	0.0868883968182838	0.127718147001477	-0.0387952575947178	-0.0106830389603475	-0.0624522249809187
"ASTN1"	"ASTN1"	"blue"	"blue"	0.0479695761922763	0.0942529929575017	0.0690196232344024	0.0782201049573542	0.130767174627657	0.235650238462467	-0.0173078851765886	-0.0345696627294671	-0.0794862123510031
"SEC16B"	"SEC16B"	"grey"	"grey"	0.0198199375982949	0.0432415147322812	0.0165346441578049	0.0487280454590688	0.00937045051535908	0.0164705772285341	0.0640466504740385	0.0275259435338005	0.0496924570366362
"RASAL2"	"RASAL2"	"blue"	"blue"	0.038069544195266	0.144364648122316	0.118712461287257	0.152007944979307	0.30939348294324	-0.0720057847750363	-0.146509431213724	0.0598640983557668	-0.0295861438739045
"RALGPS2"	"RALGPS2"	"grey"	"grey"	0.090477841736363	0.146284927527928	0.0213653517015041	0.127278857354185	0.113247194845785	0.0876952769398115	0.0875356923068486	0.0688034663523989	0.0217851755545207
"FAM20B"	"FAM20B"	"grey"	"grey"	0.0446815740845797	0.066534386385792	0.0154492796975555	0.0584251474607273	0.0292308824124168	0.0975448316520214	0.0922896634157517	0.0278598732160321	0.0378882465154931
"TOR3A"	"TOR3A"	"grey"	"grey"	0.0368860126965832	0.0381497025931611	-0.00720229957774796	-0.00427333339198678	-0.0304609614549111	0.0905598577948717	0.0903963921411529	0.0256849677328717	0.0329275538803925
"ABL2"	"ABL2"	"grey"	"grey"	0.0683306317375611	0.106312161612665	0.0205384832938363	0.038750817854284	0.0490333959017005	0.104476788621357	0.119379797663104	0.0695710768003639	0.0401921644086508
"SOAT1"	"SOAT1"	"grey"	"grey"	0.0819519812762047	0.123219854407015	0.00163983825339688	0.0686999484162144	0.0340377627522949	0.0598196770329637	0.104791185111033	0.0603122833712199	0.0353561548057071
"TOR1AIP2"	"TOR1AIP2"	"grey"	"grey"	0.0576662293270696	0.111274617115707	0.0233184795603997	0.0641372271440929	0.0696035920358368	0.0872674561469372	0.0668052195251787	0.0488879908236302	0.0158169306254036
"TOR1AIP1"	"TOR1AIP1"	"grey"	"grey"	0.151309478356205	0.134788273256851	-0.0114913231250246	0.0124491111554896	-0.0926379043525626	0.0392063530176839	0.142324222590394	0.00563465388985386	0.000290832099077816
"CEP350"	"CEP350"	"grey"	"grey"	0.0829877275851958	0.185503923958116	0.040445726147548	0.105037770636473	0.144774568787365	0.0783388682107641	0.0690067180703609	0.0821908384220146	0.0563777493769089
"QSOX1"	"QSOX1"	"grey"	"grey"	0.014675470874186	-0.000204483705879119	0.015491913668082	-0.0420381156626044	0.0331227873983358	-0.0265640921238114	-0.0414307474178278	0.073755904582825	-0.0149006834144168
"ACBD6"	"ACBD6"	"brown"	"brown"	0.107871901072333	0.254156162419601	0.0359473612176543	0.163695056910382	0.128508822409967	0.165735202064206	0.110586261029253	0.0231301416808982	0.0480197679963911
"XPR1"	"XPR1"	"blue"	"blue"	-0.011208540629286	0.0482077252042642	0.129444110856919	0.0995319754987356	0.223557685546786	-0.335250071196997	-0.219577967291421	0.0660101559882601	-0.0530702965596294
"KIAA1614"	"KIAA1614"	"grey"	"grey"	-5.66917545467361e-05	-0.00493187608386267	0.0462947334157363	0.00929403444258411	0.0544832565317801	-0.0614578457233211	-0.0284760871378167	0.0517285981065684	0.0203244154094909
"STX6"	"STX6"	"grey"	"grey"	0.0515359886221665	0.102098559445184	0.0268565104102518	0.090453566209378	0.0970351133202952	0.126804755654228	0.0535941606474463	0.0203579517122445	0.0173924186776226
"CACNA1E"	"CACNA1E"	"grey"	"grey"	0.00681885655834656	0.0580327091408411	0.108754151177898	0.0481895014625639	0.0712179728563953	0.460989664410734	0.117414578529206	0.0532352766112793	0.0211797102425873
"RGS16"	"RGS16"	"grey"	"grey"	-0.00802705147494022	-0.0189531369323269	0.0687035086888299	-0.00137380048245103	0.0839812566958947	-0.140057088752986	-0.040762832604806	0.0390392177458319	0.0324516052727313
"NPL"	"NPL"	"grey"	"grey"	0.0366735452797827	0.0574913701645864	0.000190330606629745	0.0563835503166882	0.011512350111746	0.0451037558960445	0.0642377202133593	0.0127734286883144	0.0241919759626586
"DHX9"	"DHX9"	"green"	"green"	0.26990443508932	0.234875551326997	0.0189091978002116	0.0818465782032217	-0.0368111478464899	0.175318903109861	0.239540374323708	0.0287583425600777	0.0203149083290757
"LAMC1"	"LAMC1"	"grey"	"grey"	0.0767957071976749	0.0947145280807257	0.0495959103379611	0.0573771707110519	0.0715854308431884	0.0851482348752235	0.0354940078236571	0.0170238335915569	-0.0213986185509454
"NMNAT2"	"NMNAT2"	"grey"	"grey"	0.0754055880527841	0.103261742911379	0.0851537757708909	0.062528256819319	0.081412987501451	0.0484374958665663	0.0776507393998403	0.0506894012887378	0.0243319193838324
"SMG7"	"SMG7"	"blue"	"blue"	0.0973450386465661	0.155636804683057	0.0674925601663754	0.0988338204034184	0.154712596726289	0.0450955755397781	0.0283249569835478	0.0546151134336145	0.00873989145937267
"ARPC5"	"ARPC5"	"grey"	"grey"	0.038838998269712	0.0447556066828866	0.021999190023804	0.0160488297055105	0.0391361029426123	0.0246872189216234	0.00603570807413346	0.00332739770829733	-0.0201439163899085
"RGL1"	"RGL1"	"red"	"red"	0.0984006360323358	0.175301970399133	0.18067899618765	0.140388353160486	0.166793297539108	-0.0405900654910553	0.0142833124255075	0.0710602936405652	0.0563160686898671
"TSEN15"	"TSEN15"	"grey"	"grey"	0.0411800818055402	0.108747216499085	0.026298794016426	0.116084361125576	0.0634813506819018	0.0464584386573901	0.0866917792824933	0.00661272979996687	0.038464270601807
"C1orf21"	"C1orf21"	"grey"	"grey"	0.0351946795984152	0.104997919950028	0.0850665592707527	0.0893926960145902	0.102349150284129	0.328367538536197	0.0307044132312806	-0.0296570180701106	-0.0599111551782866
"EDEM3"	"EDEM3"	"grey"	"grey"	0.10413882256475	0.165228959091814	0.0434018048314111	0.120496227476298	0.101638935328727	0.0300865133356882	0.0808179817359483	0.053618985254303	0.0359523920573789
"NIBAN1"	"NIBAN1"	"grey"	"grey"	0.0536202557545144	0.0402580674507525	-0.0168678912253817	0.00887371031425905	-0.0436011948141955	-0.067334846533632	-0.0235321433852355	-0.0576993088708807	-0.0357663935891719
"RNF2"	"RNF2"	"grey"	"grey"	0.0560915880917979	0.124810473443674	0.0325355363425349	0.105839719207036	0.0997596880578452	0.0341888865974352	0.078468834188184	0.0488698865609735	0.0458488337550286
"TRMT1L"	"TRMT1L"	"grey"	"grey"	0.0564619150917388	0.0775258679625131	0.0267845544899319	0.062584201668148	0.0586462850286926	0.0481575137700035	0.0566265451238826	0.0418276085322588	0.0227991407903105
"SWT1"	"SWT1"	"grey"	"grey"	0.0465239134534136	0.074741138556514	0.00652711975641697	0.0569530381864512	0.0435349389126259	0.0246870732386082	0.0579010025884045	0.0285996263964941	0.0392797676022527
"IVNS1ABP"	"IVNS1ABP"	"grey"	"grey"	0.0982315977437489	0.0792372251973295	0.0481097877341446	0.00932238160490067	0.0536798230320701	0.0427859792911921	0.0339484854678968	0.0524293759135047	-0.00688096852044173
"TPR"	"TPR"	"grey"	"grey"	0.0850916135919248	0.0991875429663142	-0.00570280818546415	0.0234882082636436	0.00652479884276267	0.172551020402754	0.162100486132401	0.081027025116095	0.0722827515838467
"ODR4"	"ODR4"	"green"	"green"	0.208053263035452	0.162819765959094	-0.00467371164311157	0.0250095863698798	-0.0494452182526924	0.0388047303287316	0.145153222346385	0.0098606242442435	-0.00183760569465936
"AL096803.2"	"AL096803.2"	"grey"	"grey"	0.0399185162246128	0.0623747006113114	0.0167424056382823	0.0132383035170695	0.0386093261135903	-0.00765059424031709	0.0146235872677141	0.00606848209710233	0.000119767763084962
"PLA2G4A"	"PLA2G4A"	"grey"	"grey"	0.0158605171075163	0.0294943830003804	0.0697196173347813	0.0138460619700315	0.0511579443369537	-0.117024721278675	-0.0658225777266909	0.0150446142294172	-0.0143401094165527
"LINC01035"	"LINC01035"	"grey"	"grey"	-0.00123290665248948	-0.0182210178957691	0.0216161043705501	0.0309655461833867	0.0360969033204161	-0.106030334226849	-0.0563308298158875	0.016204911918312	0.0160593447020359
"AL390957.1"	"AL390957.1"	"grey"	"grey"	0.0958238592419713	0.0786878732563038	-0.024232564512906	-0.00729862027211042	-0.112302895656768	0.0248856229916371	0.0973396792142732	-0.0328750661093539	-0.033013263611557
"RGS2"	"RGS2"	"grey"	"grey"	0.0360721579923911	0.0218785903934745	-0.000239230980500038	0.0208979924490815	-0.0151184685907267	-0.00331942012045007	0.0775715944041807	0.00717508923236913	0.0290554697176979
"UCHL5"	"UCHL5"	"brown"	"brown"	0.126630131672502	0.182081760037884	9.43897281948276e-05	0.064127683444698	0.00034352658851051	0.06436978335341	0.0940253316144776	-0.0227978893589986	-0.0101372809107511
"RO60"	"RO60"	"grey"	"grey"	0.0984295179658137	0.140919134934887	0.0136899241987369	0.0637838002179594	0.0301655915509494	0.075642348235936	0.077910923897928	0.0101695619757885	-0.00354756146264419
"CDC73"	"CDC73"	"brown"	"brown"	0.154948213094975	0.256705364708936	0.0495538635766129	0.146483223247758	0.0998957713890656	0.00210406618714338	0.0495184209153136	0.023701651627825	-0.00731495089848529
"KCNT2"	"KCNT2"	"grey"	"grey"	0.0651972703239785	0.152518388121995	0.0900977259756276	0.132343440737837	0.169626386657151	0.498354070667759	0.0357381122997752	-0.0505740354071439	-0.0927805009755327
